Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
Sulina,exact,P,45.15564,29.65403,23,40.13975768628982
CS City,Serbia and Montenegro,A,44.8174,20.46341,22,35.41172477882605
Okinoshima Park,Okinoshima,T,34.33026,129.37989,9,21.854761205892782
Arabian coast,exact,L,7.16667,-58.5,5,37.0646048984307
Arraial Cabo,exact,A,-22.95505,-42.06098,7,67.73207582403298
Tagus river,exact,H,38.6764,-9.27933,2,27.433494455664405
Kansai,exact,S,34.42731,135.24407,9,24.81646582909462
Desventuradas Islands,exact,T,-26.33188,-79.9894,12,52.199053036119864
Chillón,exact,P,38.79595,-4.86628,3,45.76833768552799
L. Como,fuzzy,T,46.42453,8.69253,22,16.967337475739548
Colon,exact,P,9.35451,-79.90011,5,46.77597504321519
Ithaca,exact,L,42.45202,-76.47365,3,5.756191225936538
EA,exact,P,43.37985,-2.58556,3,15.040321896323634
South Dongting Lake,fuzzy,H,51.45029,-101.10369,3,27.998725195331936
Badagry,exact,A,6.43813,2.90245,5,44.99451717451984
Haida Gwaii's,fuzzy,T,53.00403,-132.03425,8,63.257341509358156
Red Sea's,Red Lodge Airport,S,45.18717,-109.26793,9,39.22953401363705
São Paulo State,Sao,L,22.2,-79.56667,3,34.05582098842015
Patagonia,exact,L,-44.0,-68.0,7,68.3888204659863
Ksar Sghir,exact,A,35.80369,-5.63955,3,36.0460073820678
Ulhas River,exact,H,19.3,72.83333,15,41.43409503980417
Channel Island,exact,T,-12.5534,130.8667,19,40.24497043312412
Haihe Estuary,Haihe,P,33.09167,119.9,9,58.68255464650396
Cuijiaying,exact,P,33.16466,107.03193,9,57.28302507323089
Kawamura,exact,P,35.49454,138.97867,9,43.3375314245527
Colombo,exact,P,6.93548,79.84868,16,61.866393796967344
Old Brahmaputra river,exact,H,24.03333,90.98333,15,71.36675807497797
YGP,exact,P,48.83341,-64.48194,3,37.09721593604441
South Indian,exact,S,56.7928,-98.9072,3,40.98453334056932
Hawaiʻi,exact,A,20.75028,-156.50028,8,27.829881495430733
"""Great Pacific Garbage Patch",Great River,H,18.44917,-77.99199,2,52.19434871764443
Rosetta,exact,P,31.39951,30.41718,22,13.659411010379968
Benue,exact,A,7.33333,8.75,5,33.21685302307582
Southern Java,fuzzy,A,7.35944,125.65687,11,23.31220191054214
Potiguar Basin,Novo Hamburgo,P,-29.67833,-51.13056,7,40.85710488808294
Central Africa,exact,L,-2.02107,24.69727,17,57.588734509746374
Stuttgart,exact,P,48.78232,9.17702,3,39.35273589837995
Mariana Trough,exact,U,15.175,144.57,8,36.909709805718954
Karan,exact,P,15.77792,38.45107,26,31.344286224154764
Central Atlantic Ocean,Central,L,55.75383,37.6224,3,29.251884154669053
Kunduchi,exact,P,-6.66959,39.216,17,36.602572589416916
Gulf Thailand,exact,H,10.0,102.0,9,78.00165893314876
SSA,exact,P,5.44046,10.31394,5,21.632696956905985
Ljubljanica,exact,P,45.55832,16.39963,22,10.157918678833914
North America,exact,L,46.07323,-100.54688,3,47.59118754488573
Ha Noi,exact,P,21.0245,105.84117,9,63.60402858199491
Geoje eastern Bay,Geoje-si,A,34.9,128.66666,9,47.01506200130774
Hong Kong's,exact,A,22.25,114.16667,9,44.13025769507768
Taiwan,exact,A,24.0,121.0,9,75.23757710567963
Eivissa,exact,P,38.90883,1.43296,22,45.83052173755866
Kinmen–Xiamen Waters,Waters,L,46.41678,-81.11645,3,30.802758204974257
Ethiope,exact,A,5.68799,5.98414,5,57.510930432299276
Swan-Canning Estuary,Swan Landing,P,53.31677,-117.85239,9,30.995087108931237
West Balikpapan Sub,West,L,51.52604,-131.16073,8,23.65557562248955
Duisburg,exact,P,51.43247,6.76516,3,19.843671316080737
Gulshan Lake,Gulshan,P,37.57466,69.4297,15,10.360600039474791
Le’an River,fuzzy,H,15.78333,-87.33333,3,36.20847698203936
Marion Island,exact,T,30.37302,-81.54954,3,14.89693104232424
San Carlos,exact,P,9.66124,-68.58268,5,20.09060438837466
Larnaka,exact,P,34.92291,33.6233,22,48.357120017084185
Houjin River,fuzzy,H,44.64215,-110.86549,9,32.985338858864
Solomons Islands,exact,T,52.82523,-79.14967,3,43.19754650962462
French Atlantic,French,L,46.8334,-74.66593,3,39.17492391249965
Tweed River,exact,H,-28.18726,153.55504,13,35.18979226163106
Isola d'Elba,exact,T,42.77663,10.27788,22,35.725243635434374
Jalisco,exact,A,20.33333,-103.66667,9,25.399527285643757
Los Angeles River,exact,H,33.75641,-118.18896,9,40.52442214450373
GBE,exact,P,7.09973,8.81917,5,56.74651614878818
Sanyahe,exact,P,12.36027,3.81526,3,37.5944732525578
Almería,exact,P,36.83814,-2.45974,22,37.770521284770055
Karaboğaz Lake,Kayaboğaz,P,39.51087,41.28427,3,18.547766215657937
Beibu Gulf，Guangxi,Beibu,P,24.265,120.76056,9,37.13742804548094
Lhasa River,exact,H,29.34118,90.76647,15,31.272588437619778
Lima,exact,P,-12.04318,-77.02824,13,72.16426237694048
Liman Lake,exact,H,45.29664,37.17632,23,33.911908044469655
Biobío,exact,A,-37.375,-72.45,13,14.583567721831068
Atlantic Coast,exact,L,37.02332,-77.36954,3,54.247216429097705
Atacama Trench,exact,U,-20.0,-73.0,12,76.2353432132595
Inner Harbor,exact,L,30.40714,-88.81753,3,32.14043402409461
Rotterdam,exact,P,51.9225,4.47917,3,47.001772030330336
Thermaikos gulf,exact,H,40.17468,22.90924,22,50.11670199176026
Kamilo Point,exact,T,18.97509,-155.59566,8,53.77938874619763
Columbretes,exact,T,39.88294,0.67616,22,82.35304874057371
Eleko,exact,P,8.34288,4.47962,5,17.614178411237464
Mersin Bay,Mersin,P,36.81196,34.63886,22,36.83365086270029
Grasse River,exact,H,44.98699,-74.77018,3,58.20326991174153
Bayhead,exact,P,30.30742,-85.58187,3,22.80797525517081
Fogo Island,exact,A,49.6627,-54.18387,3,29.09892155408098
Bega estuary,Bega,P,-36.67392,149.84178,19,36.12750116430412
PedraBranca,fuzzy,T,1.33027,104.40588,11,21.57910466162931
Niterói Harbour,Niterói,P,-22.88333,-43.10361,7,58.91051682107785
L. Iseo,Iseo,P,45.65883,10.05024,22,39.20673479127406
Laurentian,exact,H,46.45024,-80.95416,3,35.21535057460259
Caspian sea,exact,H,42.0,50.0,3,69.1715839385154
Koh Rap,exact,T,9.30745,99.95991,17,54.807452483247026
Northern Ionian Sea,Northern,L,-20.04022,145.93238,13,68.17525853743878
Western USA,fuzzy,L,25.83945,43.24219,26,45.74152233988048
Hawaii-,exact,A,20.78785,-156.38612,8,34.13055142900126
South Australia's,fuzzy,A,-30.0,135.0,19,73.46865591563588
Klaipėda,exact,P,55.7068,21.13912,24,32.29017575585867
Khima,exact,P,42.65484,45.85267,3,33.61984688489336
Satonda Island,fuzzy,L,47.36664,-55.78163,3,25.85803751675095
Ravi River,exact,H,30.62123,71.82683,15,34.073541518802145
Sao Tome Principe,exact,A,1.0,7.0,4,78.61720677100736
Vembar,exact,P,9.08148,78.36326,17,48.896619028937735
Fukushima Daiichi,exact,S,37.42306,141.03306,9,42.09177115202586
Micronesia,exact,L,6.53365,163.74023,10,26.8022213086826
Changjiang River Estuary,Changjiang,P,19.81307,110.7179,9,41.62324415125912
St Brandon’s Rock,Sète,P,43.4028,3.69278,22,18.946867440890056
Bay Asunción,exact,S,-25.23985,-57.51913,7,28.991141796844204
Leverkusen,exact,P,51.0303,6.98432,3,62.15513475095158
River Yamuna,exact,H,25.42285,81.88378,15,39.473096246377786
SD,exact,L,44.36968,-96.79042,3,27.23412745981598
Spitsbergen,exact,A,78.0529,17.70996,21,49.94098001772706
Hanoi,exact,P,21.0245,105.84117,9,63.60402858199491
Malalayang beach,Malalayang,P,1.4596,124.8197,10,35.81997172631794
Balu River,exact,H,23.72264,90.49942,15,24.75650899688569
Seine River,exact,L,48.71652,-92.45029,3,24.35174942062648
Santa Rosa Island,exact,T,33.95,-120.10096,9,62.17447981789602
Lower Gulf,exact,P,45.87241,-63.55174,3,41.60468464846682
Penarak Beach,Penarik,L,-2.6139,101.3162,11,24.026443040002537
South,exact,L,33.45876,-90.15081,3,32.7089856377989
SW Iberia,Sū,P,35.1576,46.9093,15,53.181345764341096
Ekman,exact,P,26.9021,79.62747,15,46.46993989695656
River Thames,exact,L,42.76679,-81.44975,3,29.949152823433238
Dan Reservoir,exact,H,22.47603,114.25824,9,24.980922992268997
Dardanelles Strait,Dardanelles,L,45.56681,-76.64942,3,13.807391153503863
Koya,exact,A,26.45379,91.73332,15,23.78450281763032
South Baikal,fuzzy,P,23.32292,90.31414,15,27.33851033380776
Inaccessible Island,exact,T,-37.29946,-12.67779,6,27.274468050791793
Sun Koshi,fuzzy,A,27.09021,86.64998,15,47.91604055646214
Western Atlantic,exact,U,-60.0,15.0,20,62.06564062208876
Banyuls bay,fuzzy,H,-5.47804,150.87047,11,41.078129060678414
North Sea Jade Bay,Grande Região Norte,L,-4.0,-60.0,5,78.51852969413663
Syr Darya River,exact,H,46.08871,60.95421,3,57.52676868123736
Zhubi Reef,Zhubi,P,28.4872,101.2195,9,27.44904250266742
Dutou Village,exact,A,23.166,120.3433,9,40.43869935293872
Las Canteras Beach,exact,T,28.14542,-15.4317,2,39.99028133426413
Rochester,exact,P,43.30453,-70.97562,3,44.145905013175586
Malindi,exact,P,-3.21799,40.11692,17,52.83524147653738
Shiwuli River,fuzzy,H,0.2,42.75,17,147.20140299555882
Mangrove,exact,A,24.16,-77.78028,3,47.28367823021343
Isthmus,exact,L,8.5,-77.5,11,0.0
Garda Lake,exact,L,45.66739,10.67867,22,23.232996413150904
Lecciona,exact,T,43.83895,10.24763,22,42.80795521849503
Lakes Ontario,exact,H,45.68751,-84.43753,3,21.40922664660515
North-West Pacific Ocean,exact,H,7.113,171.254,10,50.87164537411996
Galapagos Islands,exact,T,0.0,-90.5,10,166.7923899668381
HHE,exact,S,40.55645,141.46633,9,6.891894906897635
Persian Gulf,exact,L,26.35058,50.16805,25,36.99525196293046
East Antarctic,exact,U,-45.0,-115.0,12,67.99327454135909
Koblenz,exact,P,50.35357,7.57883,3,17.213232809794498
Western Pacific,exact,L,39.28,-155.26,8,31.997035722984943
Kuala Perlis,exact,P,6.4,100.13333,17,42.01199921023422
Srepok,exact,P,13.44098,106.87059,9,40.607914556973405
Chennai,exact,P,13.08784,80.27847,15,51.72133512967041
Euro-America,exact,S,10.67075,-71.65096,3,25.154502947389034
Asia-Pacific region,Region,S,37.22032,-86.47026,3,31.209877661924086
Lurín,exact,L,-35.45019,-71.37385,13,12.695227881263449
Hawai'i Island,exact,T,19.54814,-155.66494,8,18.095780658630222
Ría de Vigo estuary,Ria-Sirach,P,42.61667,2.4,22,15.342287716301348
Ofanto,exact,H,41.36019,16.19908,22,29.513943172739538
Middle Eastern,exact,S,37.31369,-80.58038,3,21.899509280408434
Calabria,exact,P,38.11047,15.66129,22,45.542808356803796
Villorita sp,Villoría,P,43.21629,-5.56576,3,31.99195844961432
East Nusa Tenggara,exact,A,-8.65738,121.07937,10,49.44875681061098
La Plata,exact,P,-38.00042,-57.5562,7,55.7671115994793
La Plata River,exact,H,-35.0,-57.0,7,71.78085647499285
Mekong river,exact,T,10.33333,106.66667,9,25.994332170282792
Getaria,exact,P,43.42419,-1.60901,3,12.184625776908067
Northeast,exact,L,42.80019,-74.11805,3,45.716229797966704
Mississippi River,exact,L,29.16689,-89.25033,3,44.24623104902707
Northwest,exact,L,45.99696,-118.49854,9,55.25954686371618
Cagayan de Oro,exact,P,8.48222,124.64722,11,16.31094256599166
Urft,exact,P,50.5115,6.57573,3,5.50617394191278
Lancelet Reserve,Lancelot,P,-17.46667,145.26667,13,25.022541533529406
Lake Como,exact,H,46.00793,9.26079,22,57.72408278373394
Indian Oceans,fuzzy,H,-10.0,70.0,16,78.00165893314876
Chilean,exact,P,34.15114,-112.39322,9,40.01158176915467
Kaveri River,exact,H,20.75491,72.96328,15,55.92670693620243
SA,exact,A,13.75,102.33333,9,33.12365075437573
Kpeshie Lagoon,fuzzy,H,5.56578,-0.13638,5,151.09829593007018
Snake River,exact,L,45.68341,-76.94944,3,40.483333202476885
Inuvialuit Settlement Region,Settlement,P,-10.41517,105.6759,16,21.42273126930757
São Paulo,exact,P,-23.5475,-46.63611,7,14.848134100645657
New Caledonia,exact,A,-21.5,165.5,12,0.0
Hetao,exact,P,33.55,116.16667,9,31.394914835128525
Lower Weser estuary,Bulbogan,P,12.89931,121.45722,9,44.643087017485925
Lake Candia,fuzzy,H,-24.63333,150.98334,13,51.078721582580265
Pianosa Island,fuzzy,T,38.93088,-90.27733,3,51.659952894240455
North Branch,exact,P,45.51135,-92.98022,3,37.4446185915096
North China Plain,exact,T,35.0,116.0,9,71.78085647499285
Makiling Forest Reserve,fuzzy,L,14.13426,121.2054,9,51.58860556716102
Kelapa Island,exact,T,-8.37069,111.7258,11,28.698102233992497
Lincheng,exact,P,46.07858,127.46863,9,46.921717459341586
Rossby,exact,S,57.45,14.71667,24,14.096516986921351
Zhelin Bay,exact,H,23.59681,117.05321,9,46.79838914199598
"East,",exact,L,37.02332,-77.36954,3,54.247216429097705
Johannesburg,exact,P,-26.20227,28.04363,19,56.24765635522214
Bay Marseille,exact,S,43.43556,5.21361,22,24.197203141515505
Fuyang River,fuzzy,H,45.51667,4.25,22,19.569480963390244
Panamá Province,exact,A,8.8,-79.9,11,55.19352226464922
Cyprus,exact,T,35.00304,32.98791,22,70.82697494611814
Tisza,exact,H,47.62468,20.68176,3,19.447335649276503
BC,exact,S,49.27676,-123.11189,9,37.48742692219324
Krossfjord,exact,H,69.76907,29.93169,21,34.266629970081
Ichkeul,exact,T,37.12346,9.6548,22,44.05070551473995
Abrolhos,exact,T,-28.5716,113.7092,18,21.93216291274704
CT,exact,L,41.71813,-72.57266,3,24.995904381733155
Braamfontein Spruit,fuzzy,H,-32.34033,19.529,7,17.961949622258025
Rhone River,exact,H,43.33333,4.83333,22,32.684872186336946
Laptev Sea,exact,H,76.0,126.0,21,57.145860818993675
Stidia,exact,P,35.83099,-0.00266,22,140.18350787861408
Terengganu,exact,A,5.0,103.0,11,78.46180953138773
Saint Regis River,exact,H,45.00005,-74.63297,3,56.558021482164186
Taipei,exact,P,25.04776,121.53185,9,50.38866793167126
Sungai Besar,exact,P,3.6746,100.9867,17,57.39581244907088
Argentarola,exact,T,42.4187,11.0816,22,35.49385252119515
Kazir Bazar,exact,S,25.26649,89.49547,15,25.969115090397278
Weihai,exact,P,37.50914,122.11356,9,34.103562358922986
Peruvian Amazon,Peru,A,-10.0,-75.25,11,61.96267632831386
Llobregat,exact,P,41.35,2.08333,22,38.53689633632199
Pacific Gyre,fuzzy,H,-17.69498,124.7621,19,35.239234026549084
Gjola River,Gjøla,H,62.2,5.99759,21,42.09584629530602
Da Nang,exact,P,16.06778,108.22083,9,56.54806742797397
Kumbla,exact,P,12.59097,74.94449,15,49.29397439987967
Lake Baikal,exact,H,54.0,109.0,9,64.39068499205007
South-Eastern Baltic,South Easter,U,45.05016,-61.58184,3,50.428179497781684
SACs,exact,T,42.00138,0.5794,22,93.88988232113978
Shilaoren Beach,Shilaoren Shequ,P,36.09798,120.49088,9,44.71005508872146
Paya Mengkuang,exact,L,2.4614,102.733,11,26.237585728510908
Ełckie Lake,fuzzy,H,53.42194,-126.21,9,21.0695636787402
Južni Greben,Greben,P,43.8246,19.27357,22,40.429218435249176
Indo-West Pacific,Pacific,P,38.482,-90.74152,3,21.11526186631393
Tonga,exact,A,-20.0,-175.0,12,76.2353432132595
West Coast,exact,L,39.28,-155.26,8,31.997035722984943
Sodenohama beach,Beach,P,31.43993,-82.50375,3,6.688940803467037
Guangzhou city,exact,S,23.1166,113.25,9,49.69183533421013
Sepanggar Bay,Semanggar,P,-7.1727,107.1151,11,55.91426847205804
Beiluo River,fuzzy,H,11.16457,75.81163,15,50.45316155906045
Tien Yen Bay,Tien,A,11.43928,104.85711,9,39.49719891698126
South Kutubdia,South,L,33.45876,-90.15081,3,32.7089856377989
Kumamoto,exact,P,32.80589,130.69181,9,38.46271833542802
Itacoatiara,exact,L,-3.15,-58.45,5,39.312019594848394
Dumai,exact,P,1.66711,101.44316,11,19.626477253453924
Tumaco Bay,Tumaco,P,1.79112,-78.79275,11,45.89839936567325
North/Baltic Sea,Cea,P,42.46278,-5.01152,3,40.271411284552556
Tung Lung Chau,exact,T,22.24871,114.28933,9,35.35535540675629
Bremen,exact,P,53.07582,8.80717,3,51.3963093369614
Veraval Coast,Verāval,P,20.9077,70.36786,15,47.371876998367995
Tangerang,exact,P,-6.17806,106.63,11,38.57346966694142
Tsushima Island,exact,T,34.33333,129.33333,9,24.025188589830222
Muara Gembong,exact,A,-6.00333,107.04972,11,74.34506125292702
South Malang,fuzzy,P,-37.65,145.1,19,38.99801840094795
Cabo-Delgado,exact,A,-12.5,39.4,19,10.855916224959552
Hüttelmoor,fuzzy,H,52.51084,9.19144,3,20.918955311798886
North Sound,exact,P,18.49058,-64.38307,2,12.374874646251454
ZZ,exact,P,27.7971,52.7421,25,40.74335279615203
Ho-Chi-Minh city,exact,P,10.82302,106.62965,9,38.61133353214344
Solimões,exact,H,-0.16667,-49.0,5,158.33879252677306
Santos Bay,exact,S,-22.91046,-43.16313,7,57.24656919189059
Perú,exact,A,-10.0,-75.25,11,61.96267632831386
North Maluku Province,exact,A,0.62621,127.84241,10,104.35221400596478
Wadden Sea's,Wadden,H,53.13159,4.98494,3,52.113875005883926
AZ,exact,P,32.7571,12.72764,22,35.66130597463874
Liuqiu Island,exact,T,22.34045,120.37151,9,22.117538237071262
Porcupine Seabright,fuzzy,U,50.0,-14.0,2,65.99179674080658
Cabrera Archipelago Maritime Terrestrial National Park,Cabrera,A,3.87443,-74.4719,11,41.75131351729468
Skudra,exact,P,49.21833,13.74038,3,35.83337144949712
Hurghada,exact,P,27.25738,33.81291,26,41.01726172136602
Baltimore Inner Harbor,exact,S,39.28333,-76.61667,3,26.095460190740113
Tavanir,exact,P,27.14223,56.10652,15,55.62073507244856
Liusha Bay,Liusha,P,24.78778,112.45139,9,32.37461072669288
Van Veen,exact,L,53.28318,5.00702,3,40.6184431072375
Göta River,fuzzy,H,-0.60816,127.56596,11,99.43884124146436
Minjiang River Watershed,Minjiang,P,32.40395,103.71784,9,23.062230096506404
North Bintan,fuzzy,P,40.98506,-81.01259,3,67.7881102122438
East Australian Current,East,A,65.0,-15.0,3,60.27283649520755
Capo Milazzo,exact,T,38.26982,15.22448,22,35.096916353955514
Nasi Island,fuzzy,T,44.46397,-67.74583,3,19.91000098651109
Achados,fuzzy,L,-19.27972,-42.44636,7,25.131872027049333
Hormuz Island,exact,T,27.0649,56.4644,15,48.508661101397266
MPA,exact,P,-3.27479,18.00817,5,60.06291033155307
Colorado River,exact,H,36.1911,-111.80377,9,43.81757989565305
Pandeglang,exact,P,-6.3084,106.1067,11,48.40119510036031
Qinghai Lake,exact,H,36.92626,100.15969,15,56.27380894059446
Western Atlantic Ocean,fuzzy,U,30.0,-60.0,2,73.46865591563588
km,exact,P,34.26004,70.62286,15,28.966704445508196
Barcelona,exact,P,41.38879,2.15899,22,30.997145556149523
Red River,exact,L,21.03498,105.8455,9,62.89227914233812
Dong Thap Province,exact,A,10.58333,105.63333,9,17.271319914219383
Milwaukee,exact,P,43.0389,-87.90647,3,60.92501948760789
Southern Spain,fuzzy,H,5.71667,5.01667,5,58.66229150386875
Valparaiso Region,exact,A,-32.75,-71.33333,13,31.88102664316635
Outer Oslofjord,Outer,P,50.84189,3.9987,3,51.772243673549546
Gulf Khambhat,exact,H,20.73052,72.29749,15,33.18488294569659
Alabama,exact,A,32.75041,-86.75026,3,36.39492742180932
Motupore Island,exact,T,-9.52389,147.28472,11,23.757903169377343
Urias,exact,P,28.71187,-104.2738,9,32.28986659758561
Numana,exact,P,43.51136,13.62118,22,9.854503604271859
New South Wales,exact,A,-33.0,146.0,19,72.47664160972376
Basento,exact,P,39.6011,16.54493,22,11.883510797367958
Glasgow,exact,P,55.86515,-4.25763,3,43.352513281857306
Coconut Creek,exact,A,26.27753,-80.19983,3,38.8061690042348
Wisconsin,exact,A,44.50024,-90.00041,3,39.62226442860818
San Sebastian,exact,P,43.31283,-1.97499,3,43.651837522737914
Gonghu Lake,Gonghu,P,7.02164,-11.40452,5,54.223809394517694
Sepanjang,exact,P,-8.17036,112.66275,11,40.794051840897446
Central Moroccan Atlantic,Central,L,55.75383,37.6224,3,29.251884154669053
Karimun Jawa,exact,A,-5.845,110.45361,11,38.704141345289884
Rawal Lake,exact,H,33.70293,73.12771,15,41.20694091242112
Levantine,exact,U,33.0,29.0,22,72.47664160972413
Mtunzini,exact,T,-28.3173,31.7138,19,29.154145068258128
Bransfield Strait,exact,H,-63.0,-59.0,20,60.969180965340584
Avellaneda,exact,A,-39.5,-66.5,7,0.0
Beilun River,fuzzy,H,25.03377,81.75522,15,57.84700665445344
Wakatobi,exact,A,-5.31934,123.5948,11,22.664458761433753
Bendera,exact,A,-4.54425,38.07845,17,46.98663590330713
Longjiao Bay,Longjiao,L,31.7956,84.0062,15,57.142338885169586
Noor,exact,H,54.47411,9.80584,3,19.963364007123484
Greenland Sea Gyre,Greenland,A,72.0,-40.0,21,58.12325506965888
Lonar lake,Lonar,A,19.99238,76.49959,15,54.750174795631864
Saint Mary's Island,exact,T,55.07213,-1.44899,3,47.68649383132983
Aguan,exact,P,15.95,-85.71667,3,55.1505913096041
Stellwagen Bank,exact,L,42.2501,-70.24947,3,34.578572882864336
Lake Uluabat,exact,H,40.15639,28.61139,22,39.357170100559344
U.S. West Coast,United States,A,39.76,-98.5,3,28.910680927585595
Tañon Strait,exact,H,10.4212,123.529,9,9.318318832249204
Northeastern Pacific,North Eastern Province,A,1.0,40.25,17,62.156855999778585
Jeju Strait,exact,H,33.67056,126.4975,9,18.966820517768994
Yellowknife Bay,exact,S,62.46278,-114.44028,9,5.151929114942407
African,exact,L,40.71455,-74.00433,3,48.166504520423246
Bone Bay,exact,T,-63.66623,-59.04491,20,29.129169260753464
Davao Occidental,exact,A,6.08,125.67,11,50.33986821409307
Crocodile River,exact,H,-24.19106,26.87133,19,50.943413878964414
Alboran Island,exact,T,35.93989,-3.03431,22,64.49776243749675
Caribbean Sea,exact,H,17.67694,-64.84694,2,41.706851147100544
Poyang Lake,exact,H,29.08999,116.29833,9,49.60855433356667
JZB,exact,P,14.40701,43.76712,26,30.564470489566926
Tweeddale Member,Tweeddale,T,-31.03333,24.95,19,67.24570133339091
Rumelifeneri,exact,P,41.23345,29.11068,23,43.97741581982176
Blue Planet,Blue,P,33.61006,-109.10674,9,38.44143558390245
Golfo de Nicoya,exact,H,9.84739,-84.80116,11,50.812053781680426
Cumberland Islands,exact,T,-20.66667,149.15,13,40.8764429722961
Agulhas Bank,exact,H,-35.5,21.0,7,45.262709239664794
Runde,exact,T,62.39946,5.62165,21,12.811173452698903
Mandvi,exact,A,22.96904,69.28667,15,56.557775243781194
