,Title,DOI,Author
205,Comparative evaluation of the carbonyl index of microplastics around the Japan coast,10.1016/j.marpolbul.2023.114818,Celik M.
206,Microplastic contamination and risk assessment in table salts: Turkey,10.1016/j.fct.2023.113698,Özçifçi Z.
207,How does the internal distribution of microplastics in Scylla serrata link with the antioxidant response in functional tissues?,10.1016/j.envpol.2023.121423,Yang Y.
208,Recent trends on microplastics abundance and risk assessment in coastal Antarctica: Regional meta-analysis,10.1016/j.envpol.2023.121385,Gurumoorthi K.
209,Assessing the performance of marine plastics cleanup technologies in Europe and North America,10.1016/j.ocecoaman.2023.106555,Brouwer R.
210,Accumulation and re-distribution of microplastics via aquatic plants and macroalgae - A review of field studies,10.1016/j.marenvres.2023.105951,Huang S.
211,Nanoplastics potentiate mercury toxicity in a marine copepod under multigenerational exposure,10.1016/j.aquatox.2023.106497,Xie D.
212,"First record of an Anthropocene marker plastiglomerate in Andaman Island, India",10.1016/j.marpolbul.2023.114802,Goswami P.
213,Material flow analysis of commercial fishing gears in Taiwan,10.1016/j.marpolbul.2023.114822,Su C.T.
214,Beyond ingestion: Adhesion of microplastics to aquatic organisms,10.1016/j.aquatox.2023.106480,Kalčíková G.
215,Metal concentrations in feathers of red-legged cormorants (Phalacrocorax gaimardi) and sources of plastic in a nesting colony from northern Chile,10.1016/j.marpolbul.2023.114817,García-Cegarra A.M.
216,Bioaccumulation and metabolism of polybrominated diphenyl ethers (PBDEs) in coenobitid hermit crabs from marine litter-polluted beaches in remote islands,10.1016/j.marpolbul.2023.114812,Tanaka N.
217,Understanding the interactions between cephalopods and marine litter: A research evaluation with identification of gaps and future perspectives,10.1016/j.marpolbul.2023.114814,Freitas T.B.N.
218,Impacts of water pollutants on chondrichthyans species from South America: A review,10.1016/j.chemosphere.2023.138262,Fuentes S.N.
219,"Plastic occurrence in fish caught in the highly industrialized Gulf of İzmit (Eastern Sea of Marmara, Türkiye)",10.1016/j.chemosphere.2023.138317,Aytan Ü.
220,Acute effects of polystyrene nanoplastics on the immune response in Sepia esculenta larvae,10.1016/j.aquatox.2023.106478,Liu X.
221,Toxicological effects of polystyrene nanoplastics on marine organisms,10.1016/j.eti.2023.103073,Hsieh S.L.
222,"Effects of land use on the distribution of soil microplastics in the Lihe River watershed, China",10.1016/j.chemosphere.2023.138292,Qiu Y.
223,Foraminifera and plastic pollution: Knowledge gaps and research opportunities,10.1016/j.envpol.2023.121365,Bouchet V.M.P.
224,Darwin's paradise contaminated by marine debris. Understanding their sources and accumulation dynamics.<sup>☆</sup>,10.1016/j.envpol.2023.121310,Sánchez-García N.
225,Coastal pollution analysis for environmental health and ecological safety using deep learning technique,10.1016/j.advengsoft.2023.103441,Sathish T.
226,Entrainment and horizontal atmospheric transport of microplastics from soil,10.1016/j.chemosphere.2023.138150,Abbasi S.
227,Association of metals with expanded polystyrene in the marine environment,10.1016/j.scitotenv.2023.161920,Twyford S.I.
228,"Understanding the aggregation, consumption, distribution and accumulation of nanoparticles of polyvinyl chloride and polymethyl methacrylate in Ruditapes philippinarum",10.1016/j.scitotenv.2023.161955,Meng X.
229,Land use and COVID-19 lockdowns influence debris composition and abundance in stormwater drains,10.1016/j.scitotenv.2023.161908,Sherow B.
230,Wind erosion induced low-density microplastics migration at landscape scale in a semi-arid region of northern China,10.1016/j.scitotenv.2023.162068,Yang M.
231,"Occurrence and distribution characteristics of aged microplastics in the surface water, sediment, and crabs of the aquaculture pond in the Yangtze River Delta of China",10.1016/j.scitotenv.2023.162039,Yu F.
232,Pretreatment methods for monitoring microplastics in soil and freshwater sediment samples: A comprehensive review,10.1016/j.scitotenv.2023.161718,Lee H.
233,Microplastics and hydrocarbons in soils: Quantification as an anthropic carbon source,10.1002/ieam.4694,Aquino V.N.
234,Rational and Moral Antecedents of Tourists’ Intention to Use Reusable Alternatives to Single-Use Plastics,10.1177/00472875221105860,Adam I.
235,Whole community and functional gene changes of biofilms on marine plastic debris in response to ocean acidification,10.1007/s00248-022-01987-w,Kerfahi D.
236,Stronger Geographic Limitations Shape a Rapid Turnover and Potentially Highly Connected Network of Core Bacteria on Microplastics,10.1007/s00248-022-02000-0,Zhang W.
237,"Correlative Light, Electron Microscopy and Raman Spectroscopy Workflow To Detect and Observe Microplastic Interactions with Whole Jellyfish",10.1021/acs.est.2c09233,Caldwell J.
238,Macroecotoxicological approaches to emerging patterns of microplastic bioaccumulation in crabs from estuarine and marine environments,10.1016/j.scitotenv.2023.161912,Truchet D.M.
239,Plastic microfibers as a risk factor for the health of aquatic organisms: A bibliometric and systematic review of plastic pandemic,10.1016/j.scitotenv.2023.161949,Qualhato G.
240,Microplastics transport in a low-inflow estuary at the entrance of the Gulf of California,10.1016/j.scitotenv.2023.161825,Cardoso-Mohedano J.G.
241,The factors influencing the vertical transport of microplastics in marine environment: A review,10.1016/j.scitotenv.2023.161893,Li J.
242,Experimental uncertainty assessment of meso- and microplastic concentrations in rivers based on net sampling,10.1016/j.scitotenv.2023.161942,Kataoka T.
243,Microplastics in Antarctic krill (Euphausia superba) from Antarctic region,10.1016/j.scitotenv.2023.161880,Zhu W.
244,"Transport of microplastics in the body and interaction with biological barriers, and controlling of microplastics pollution",10.1016/j.ecoenv.2023.114818,Zhu L.
245,"Contrasting the effects of microplastic types, concentrations and nutrient enrichment on freshwater communities and ecosystem functioning",10.1016/j.ecoenv.2023.114834,Marchant D.J.
246,Microplastics in European sea salts – An example of exposure through consumer choice and of interstudy methodological discrepancies,10.1016/j.ecoenv.2023.114782,Thiele C.J.
247,Combined effects of microplastics and warming enhance algal carbon and nitrogen storage,10.1016/j.watres.2023.119815,Sun S.
248,Surface change of microplastics in aquatic environment and the removal by froth flotation assisted with cationic and anionic surfactants,10.1016/j.watres.2023.119794,Jiang H.
249,"Spatio-temporal distribution of microplastics in water and sediment samples of the Plankenburg river, Western Cape, South Africa",10.1016/j.envpol.2023.121303,Apetogbor K.
250,From the environment into the biomass: microplastic uptake in a protected lamprey species,10.1016/j.envpol.2023.121267,Rendell-Bhatti F.
251,Combined biological effects of polystyrene microplastics and phenanthrene on Tubifex tubifex and microorganisms in wetland sediment,10.1016/j.cej.2023.142260,Dong J.
252,A plastic world: A review of microplastic pollution in the freshwaters of the Earth's poles,10.1016/j.scitotenv.2023.161847,Citterich F.
253,Spatiotemporal variations and the ecological risks of organophosphate esters in Laizhou Bay waters between 2019 and 2021: Implying the impacts of the COVID-19 pandemic,10.1016/j.watres.2023.119783,Lian M.
254,Anthropogenic litter in terrestrial flora and fauna: Is the situation as bad as in the ocean? A field study in Southern Germany on five meadows and 150 ruminants in comparison with marine debris,10.1016/j.envpol.2023.121304,Meyer G.
255,From source to sink: A comparative study of streamside and beach litter in the Black Sea,10.1016/j.wasman.2023.02.025,Erüz C.
256,Microplastics trigger the Matthew effect on nitrogen assimilation in marine diatoms at an environmentally relevant concentration,10.1016/j.watres.2023.119762,Kang W.
257,Insight into chemical features of migrated additives from plastics and associated risks to estuarine ecosystem,10.1016/j.jhazmat.2023.130861,Chen Q.
258,Leaving a plastic legacy: Current and future scenarios for mismanaged plastic waste in rivers,10.1016/j.scitotenv.2023.161821,Nyberg B.
259,Dynamic characteristics of microplastics under tidal influence and potential indirect monitoring methods,10.1016/j.scitotenv.2023.161869,Li B.
260,Plastisphere assemblages differ from the surrounding bacterial communities in transitional coastal environments,10.1016/j.scitotenv.2023.161703,Marques J.
261,Differential physiological response of marine and freshwater microalgae to polystyrene microplastics,10.1016/j.jhazmat.2023.130814,Xu H.
262,Nanoplastics affect the growth of sea urchins (Strongylocentrotus intermedius) and damage gut health,10.1016/j.scitotenv.2023.161576,Zeng F.
263,Modeling Microplastic Transport in the Marine Environment: Testing Empirical Models of Particle Terminal Sinking Velocity for Irregularly Shaped Particles,10.1021/acsestwater.2c00466,Coyle R.
264,Transport of Microplastic and Dispersed Oil Co-contaminants in the Marine Environment,10.1021/acs.est.2c08716,Yang M.
265,Determination of Microplastics’ Vertical Concentration Transport (Rouse) Profiles in Flumes,10.1021/acs.est.2c06885,Born M.P.
266,"Spatial distribution characteristics and migration of microplastics in surface water, groundwater and sediment in karst areas: The case of Yulong River in Guilin, Southwest China",10.1016/j.scitotenv.2023.161578,Shu X.
267,"Characterization of microplastic pollution in the Pasur river of the Sundarbans ecosystem (Bangladesh) with emphasis on water, sediments, and fish",10.1016/j.scitotenv.2023.161704,Nawar N.
268,Chironomus riparius molecular response to polystyrene primary microplastics,10.1016/j.scitotenv.2023.161540,Kalman J.
269,Microplastic pollution in sediments of urban rainwater drainage system,10.1016/j.scitotenv.2023.161673,Niu S.
270,Distribution characteristics of microplastics in soil of Loess Plateau in northwest China and their relationship with land use type,10.1016/j.scitotenv.2023.161674,Zhang M.
271,Artificial weathering of plastics used in oyster farming,10.1016/j.scitotenv.2023.161638,Hingant M.
272,Effects of Microplastic Exposure on the Community Structure and Function of Symbiotic Bacteria in Sinularia microclavata,10.13227/j.hjkx.202203081,Liu M.
273,Sonar image garbage detection via global despeckling and dynamic attention graph optimization,10.1016/j.neucom.2023.01.081,Cheng K.
274,"Improving certainty in marine ecosystems: A biophysical modelling approach in the remote, data-limited Gulf of Carpentaria",10.1016/j.ecss.2023.108254,Patterson R.G.
275,Tracing the Century-Long Evolution of Microplastics Deposition in a Cold Seep,10.1002/advs.202206120,Feng J.C.
276,Burrowing invertebrates induce fragmentation of mariculture Styrofoam floats and formation of microplastics,10.1016/j.jhazmat.2023.130764,Zheng Y.
277,Warming and microplastic pollution shape the carbon and nitrogen cycles of algae,10.1016/j.jhazmat.2023.130775,Hou X.
278,Effects of irrigation on the fate of microplastics in typical agricultural soil and freshwater environments in the upper irrigation area of the Yellow River,10.1016/j.jhazmat.2023.130766,Liu Y.
279,Insights into the degradation mechanism of PET and PP under marine conditions using FTIR,10.1016/j.jhazmat.2023.130796,Dimassi S.N.
280,"Impact of microplastics on lead-contaminated riverine sediments: Based on the enzyme activities, DOM fractions, and bacterial community structure",10.1016/j.jhazmat.2023.130763,Liu S.
281,"Screening for Microplastic Uptake in an Urbanized Freshwater Ecosystem: Chondrostoma nasus (Linnaeus, 1758) Case Study",10.3390/w15081578,Curtean-Bănăduc A.
282,An Analysis of Microplastics Ingested by the Mediterranean Detritivore Holothuria tubulosa (Echinodermata: Holothuroidea) Sheds Light on Patterns of Contaminant Distribution in Different Marine Areas,10.3390/w15081597,Martines A.
283,Cellular and Systemic Effects of Micro- and Nanoplastics in Mammals—What We Know So Far,10.3390/ma16083123,Grote K.
